154.0,35.48201,35.48391,35.48581,35.48771,35.43412,35.43792,35.43602,35.43812,35.59528,35.59528,35.59908,35.59908,35.74485,35.74675,35.74865,35.75245
156.0,37.24792,37.24792,37.25172,37.25362,37.342,37.34389,37.34579,37.34389,36.8551,36.8589,36.8589,36.8608,37.65842,37.66222,37.66032,37.66222
158.0,37.93056,37.93626,37.93626,37.94006,37.86158,37.86538,37.86558,37.86748,38.11662,38.11662,38.11852,38.11852,37.73331,37.73521,37.73521,37.73711
160.0,39.39924,39.39924,39.39924,39.39924,39.22878,39.23067,39.23257,39.23257,39.48762,39.48952,39.49142,39.49162,39.50871,39.51061,39.51251,39.51251
162.0,40.27194,40.27384,40.27384,40.27574,40.17616,40.17806,40.17806,40.17806,40.4407,40.4407,40.4426,40.4445,40.50399,40.50419,40.50609,40.50609
164.0,40.87001,40.87001,40.87191,40.87381,41.16744,41.16554,41.16934,41.16934,41.08876,41.09066,41.09276,41.09446,41.46658,41.47038,41.47038,41.47227
166.0,41.83089,41.83089,41.83279,41.83469,42.21631,42.21821,42.21631,42.21631,42.01105,42.01315,42.01505,42.01125,42.08784,42.09184,42.09563,42.09563
168.0,42.79918,42.80108,42.80298,42.80298,42.63062,42.62872,42.63062,42.63062,42.88546,42.88756,42.88756,42.89136,43.1329,43.135,43.135,43.1348
170.0,43.31896,43.32276,43.32486,43.32486,43.30376,43.30566,43.30376,43.30186,43.54341,43.54531,43.54551,43.54721,43.46303,43.46113,43.46303,43.46683
172.0,43.88284,43.88663,43.88663,43.88663,43.81785,43.82165,43.82355,43.82355,44.10918,44.11128,44.11508,44.11318,44.12288,44.12478,44.12478,44.12668
174.0,44.09779,44.10159,44.09779,44.10159,44.12078,44.12268,44.12288,44.12288,44.37012,44.37012,44.37392,44.37582,44.41042,44.41232,44.41251,44.41422
176.0,44.28214,44.28214,44.28214,44.28404,44.21526,44.21716,44.22095,44.22095,44.53339,44.53529,44.53909,44.54099,44.50679,44.50869,44.51059,44.50679
178.0,44.40701,44.40701,44.41081,44.40891,44.33233,44.33043,44.33043,44.33043,44.56818,44.57008,44.57198,44.57198,44.59897,44.60087,44.60467,44.60277
180.0,44.36122,44.36692,44.36502,44.36312,44.25974,44.25784,44.26164,44.26164,44.52618,44.52808,44.52808,44.52998,44.60107,44.60487,44.60677,44.60867
182.0,44.38232,44.38612,44.38612,44.38992,44.27874,44.27894,44.28084,44.28084,44.52428,44.52808,44.52808,44.52808,44.55698,44.55888,44.56287,44.56268
184.0,44.18676,44.18696,44.19056,44.19076,44.12367,44.12557,44.12557,44.12557,44.41691,44.41881,44.41901,44.41901,44.42281,44.42471,44.42661,44.42471
186.0,44.19076,44.19646,44.19836,44.19836,44.17346,44.17726,44.17726,44.17916,44.4401,44.4401,44.442,44.4439,44.4593,44.465,44.4631,44.4631
188.0,42.71908,42.72098,42.72098,42.72288,44.12747,44.12747,44.12937,44.13127,44.32703,44.33083,44.33463,44.33463,42.92053,42.92053,42.92433,42.92623
190.0,42.55032,42.55222,42.55222,42.55412,42.51212,42.51402,42.51402,42.51592,42.74967,42.74987,42.74987,42.75177,42.70788,42.70788,42.71358,42.71358
